iter	Passed	Remaining
263	184	4001
264	184	3992
265	184	3985
266	185	3976
267	185	3969
268	186	3977
269	187	3971
270	187	3965
271	187	3957
272	188	3948
273	188	3941
274	188	3933
275	189	3925
276	189	3918
277	190	3915
278	190	3907
279	190	3900
280	191	3892
281	191	3886
282	192	3878
283	192	3872
284	192	3864
285	193	3857
286	193	3849
287	193	3842
288	194	3834
289	194	3827
290	194	3820
291	195	3815
292	195	3808
293	195	3800
294	196	3795
295	196	3787
296	197	3783
297	197	3776
298	197	3770
299	198	3769
300	198	3762
301	199	3756
302	199	3751
303	199	3744
304	200	3737
305	200	3730
306	200	3724
307	201	3720
308	201	3717
309	202	3712
310	202	3706
311	202	3700
312	203	3693
313	203	3687
314	203	3681
315	204	3676
316	204	3669
317	205	3666
318	205	3660
319	206	3657
320	206	3653
321	206	3648
322	207	3643
323	207	3637
324	207	3631
325	208	3626
326	208	3622
327	209	3617
328	209	3611
329	209	3605
330	210	3599
331	210	3596
332	211	3594
333	211	3588
334	211	3583
335	212	3580
336	213	3593
337	214	3590
338	214	3585
339	215	3579
340	215	3574
341	215	3568
342	217	3592
343	218	3588
344	218	3586
345	219	3582
346	219	3576
347	219	3571
348	220	3568
349	220	3562
350	221	3558
351	221	3554
352	222	3554
353	222	3549
354	222	3543
355	223	3538
356	223	3534
357	223	3529
358	224	3524
359	224	3521
360	225	3518
361	225	3513
362	226	3509
363	226	3504
364	226	3500
365	227	3496
366	227	3491
367	227	3486
368	228	3483
369	228	3480
370	232	3534
371	233	3534
372	235	3559
373	236	3557
374	237	3557
375	237	3558
376	238	3561
377	239	3563
378	239	3559
379	240	3554
380	240	3552
381	241	3548
382	241	3544
383	242	3541
384	242	3536
385	242	3531
386	243	3526
387	243	3521
388	243	3516
389	244	3513
390	244	3509
391	244	3504
392	245	3500
393	245	3496
394	246	3493
395	246	3488
396	247	3487
397	247	3484
398	247	3480
399	248	3475
400	248	3470
401	248	3466
402	249	3463
403	250	3464
404	250	3466
405	251	3461
406	251	3457
407	251	3453
408	252	3448
409	252	3445
410	253	3444
411	253	3440
412	254	3437
413	254	3434
414	254	3431
415	255	3428
416	255	3424
417	256	3421
418	256	3419
419	257	3417
420	257	3414
421	258	3410
422	258	3408
423	259	3406
424	259	3403
425	259	3399
426	260	3397
427	260	3394
428	261	3390
429	261	3386
430	261	3382
431	262	3379
432	262	3377
433	263	3374
434	264	3379
435	264	3377
436	264	3373
437	266	3379
438	266	3375
439	266	3373
440	267	3371
441	267	3368
442	268	3367
443	268	3363
444	269	3359
445	269	3358
446	270	3355
447	270	3352
448	270	3348
449	271	3344
450	271	3340
451	271	3337
452	272	3333
453	272	3329
454	272	3325
455	273	3321
456	273	3317
457	273	3313
458	274	3309
459	274	3305
460	274	3301
461	275	3297
462	275	3298
463	276	3296
464	277	3298
465	278	3309
466	279	3307
467	279	3303
468	279	3302
469	280	3299
470	280	3295
471	281	3292
472	281	3289
473	282	3296
474	283	3294
475	283	3290
476	283	3287
477	284	3289
478	285	3287
479	285	3283
480	285	3281
481	286	3278
482	286	3275
483	287	3271
484	287	3268
485	287	3266
486	289	3281
487	290	3278
488	290	3275
489	291	3272
490	291	3270
491	291	3267
492	292	3263
493	292	3261
494	292	3257
495	293	3255
496	293	3251
497	294	3248
498	294	3245
499	294	3241
500	295	3242
501	295	3241
502	296	3237
503	296	3234
504	296	3231
505	297	3229
506	297	3226
507	298	3223
508	298	3219
509	298	3216
510	299	3213
511	299	3212
512	300	3211
513	300	3210
514	302	3224
515	303	3221
516	303	3220
517	304	3217
518	304	3215
519	305	3215
520	305	3212
521	305	3209
522	306	3206
523	306	3203
524	307	3206
525	307	3203
526	308	3203
527	308	3200
528	309	3197
529	309	3194
530	309	3192
531	310	3192
532	310	3189
533	311	3186
534	311	3184
535	312	3183
536	312	3180
537	313	3177
538	313	3176
539	313	3174
540	315	3186
541	316	3185
542	316	3182
543	317	3179
544	317	3176
545	317	3174
546	318	3170
547	318	3168
548	318	3164
549	319	3162
550	319	3160
551	319	3157
552	320	3155
553	320	3153
554	321	3151
555	321	3151
556	322	3149
557	322	3146
558	323	3143
559	323	3142
560	324	3141
561	324	3141
562	325	3138
563	325	3137
564	325	3134
565	326	3132
566	326	3132
567	327	3130
568	327	3130
569	328	3127
570	328	3124
571	329	3123
572	329	3125
573	330	3122
574	330	3120
575	331	3117
576	331	3115
577	331	3112
578	332	3110
579	333	3112
580	333	3110
581	333	3108
582	334	3106
583	334	3104
584	335	3102
585	335	3099
586	335	3096
587	336	3095
588	336	3092
589	336	3090
590	337	3088
591	337	3086
592	338	3086
593	339	3090
594	340	3091
595	340	3090
596	341	3087
597	341	3085
598	341	3082
599	342	3080
600	342	3080
601	343	3080
602	343	3078
603	344	3075
604	344	3074
605	345	3073
606	345	3071
607	346	3068
608	346	3066
609	347	3068
610	347	3065
611	348	3063
612	348	3061
613	348	3058
614	349	3057
615	349	3055
616	349	3052
617	350	3050
618	350	3049
619	351	3047
620	351	3047
621	352	3045
622	353	3051
623	354	3051
624	354	3049
625	354	3047
626	355	3045
627	355	3042
628	356	3040
629	356	3039
630	356	3037
631	357	3038
632	358	3036
633	358	3033
634	359	3034
635	359	3032
636	359	3030
637	360	3028
638	360	3026
639	361	3024
640	361	3022
641	361	3020
642	362	3019
643	362	3016
644	363	3014
645	363	3013
646	363	3011
647	364	3009
648	364	3008
649	365	3005
650	365	3004
651	366	3004
652	366	3003
653	367	3000
654	367	3001
655	368	3000
656	368	2999
657	369	2998
658	369	2996
659	370	2996
660	370	2994
661	371	2992
662	371	2989
663	371	2987
664	372	2985
665	372	2984
666	372	2981
667	373	2979
668	373	2977
669	373	2974
670	374	2973
671	374	2971
672	375	2969
673	375	2969
674	376	2967
675	376	2966
676	377	2964
677	377	2964
678	378	2966
679	378	2964
680	379	2961
681	379	2960
682	380	2959
683	380	2957
684	380	2955
685	381	2954
686	381	2953
687	382	2954
688	382	2952
689	383	2950
690	383	2947
691	384	2948
692	384	2946
693	385	2944
694	385	2942
695	385	2940
696	386	2938
697	386	2936
698	386	2934
699	387	2932
700	387	2931
701	388	2930
702	388	2928
703	389	2926
704	389	2924
705	390	2924
706	390	2923
707	390	2922
708	391	2921
709	392	2921
710	392	2920
711	392	2917
712	393	2916
713	393	2916
714	394	2917
715	395	2915
716	395	2913
717	395	2911
718	396	2908
719	396	2906
720	396	2904
721	397	2903
722	397	2901
723	397	2899
724	398	2897
725	398	2896
726	399	2895
727	399	2893
728	400	2892
729	400	2892
730	401	2891
731	401	2889
732	401	2887
733	408	2929
734	408	2928
735	409	2926
736	409	2924
737	409	2922
738	410	2921
739	410	2919
740	411	2918
741	411	2915
742	411	2914
743	412	2912
744	412	2911
745	413	2909
746	414	2911
747	414	2909
748	414	2907
749	415	2905
750	415	2904
751	415	2902
752	416	2900
753	416	2898
754	416	2896
755	417	2894
756	417	2893
757	418	2892
758	418	2890
759	419	2895
760	420	2893
761	421	2894
762	422	2897
763	422	2895
764	422	2893
765	423	2893
766	423	2891
767	424	2889
768	424	2888
769	424	2886
770	425	2884
771	425	2883
772	426	2882
773	426	2880
774	427	2879
775	427	2878
776	427	2876
777	428	2874
778	428	2874
779	429	2873
780	429	2871
781	430	2871
782	430	2870
783	431	2869
784	431	2868
785	432	2868
786	432	2867
787	433	2866
788	433	2864
789	434	2862
790	434	2861
791	434	2859
792	435	2857
793	435	2855
794	435	2853
795	436	2851
796	436	2849
797	436	2848
798	437	2846
799	437	2844
800	439	2851
801	439	2851
802	440	2849
803	440	2847
804	441	2845
805	441	2844
806	441	2843
807	442	2841
808	442	2840
809	443	2839
810	443	2838
811	444	2840
812	445	2839
813	446	2844
814	446	2843
815	447	2842
816	447	2840
817	448	2838
818	448	2837
819	448	2835
820	449	2834
821	450	2838
822	451	2837
823	451	2836
824	452	2835
825	452	2834
826	452	2833
827	453	2833
828	453	2831
829	454	2829
830	454	2828
831	455	2826
832	455	2824
833	455	2823
834	456	2823
835	457	2823
836	457	2823
837	458	2826
838	459	2824
839	459	2823
840	460	2822
841	460	2821
842	461	2821
843	461	2819
844	461	2818
845	462	2816
846	462	2814
847	463	2813
848	463	2812
849	463	2810
850	464	2810
851	465	2809
852	465	2808
853	465	2806
854	466	2804
855	466	2802
856	466	2801
857	467	2799
858	467	2797
859	467	2796
860	468	2794
861	468	2792
862	469	2792
863	469	2791
864	470	2791
865	470	2790
866	471	2788
867	471	2787
868	471	2785
869	472	2783
870	472	2782
871	472	2780
872	473	2779
873	473	2778
874	474	2777
875	474	2776
876	475	2775
877	475	2774
878	476	2776
879	477	2776
880	477	2774
881	478	2774
882	478	2772
883	478	2771
884	479	2769
885	479	2768
886	480	2767
887	480	2766
888	480	2765
889	481	2763
890	481	2761
891	481	2760
892	483	2766
893	484	2767
894	484	2765
895	485	2764
896	485	2762
897	485	2760
898	486	2759
899	486	2757
900	486	2755
901	487	2754
902	487	2752
903	488	2750
904	488	2749
905	490	2755
906	490	2754
907	490	2752
908	491	2751
909	491	2750
910	492	2751
911	493	2751
912	493	2750
913	493	2748
914	494	2747
915	494	2745
916	495	2744
917	495	2745
918	496	2743
919	496	2743
920	497	2742
921	497	2740
922	497	2739
923	498	2737
924	498	2735
925	498	2734
926	499	2732
927	499	2731
928	500	2732
929	500	2731
930	501	2729
931	501	2728
932	502	2727
933	502	2725
934	503	2724
935	503	2723
936	503	2722
937	504	2722
938	504	2720
939	505	2718
940	505	2718
941	506	2717
942	506	2716
943	507	2715
944	508	2717
945	508	2716
946	508	2714
947	509	2713
948	509	2711
949	509	2709
950	510	2708
951	510	2707
952	511	2706
953	511	2705
954	511	2704
955	512	2702
956	512	2701
957	512	2699
958	513	2700
959	514	2698
960	514	2697
961	514	2695
962	515	2695
963	515	2694
964	516	2692
965	516	2691
966	517	2690
967	517	2689
968	517	2687
969	518	2686
970	518	2684
971	518	2683
972	519	2682
973	520	2688
974	521	2686
975	522	2688
976	522	2688
977	524	2691
978	524	2689
979	524	2688
980	525	2686
981	525	2686
982	526	2685
983	526	2684
984	526	2683
985	527	2681
986	527	2680
987	528	2679
988	528	2678
989	529	2677
990	529	2675
991	529	2674
992	530	2672
993	530	2671
994	530	2670
995	531	2669
996	531	2668
997	532	2667
998	532	2667
999	533	2666
1000	533	2665
1001	534	2664
1002	534	2663
1003	534	2661
1004	535	2660
1005	535	2659
1006	536	2658
1007	536	2657
1008	536	2655
1009	537	2654
1010	537	2653
1011	538	2652
1012	538	2652
1013	539	2650
1014	539	2649
1015	539	2648
1016	540	2647
1017	540	2645
1018	541	2645
1019	541	2644
1020	542	2643
1021	542	2642
1022	542	2641
1023	543	2640
1024	543	2639
1025	544	2639
1026	544	2638
1027	545	2639
1028	546	2639
1029	546	2638
1030	547	2637
1031	547	2636
1032	547	2634
1033	548	2633
1034	548	2632
1035	549	2630
1036	549	2630
1037	550	2629
1038	550	2628
1039	550	2627
1040	551	2626
1041	551	2624
1042	552	2623
1043	552	2623
1044	553	2623
1045	553	2622
1046	554	2621
1047	554	2620
1048	554	2619
1049	555	2617
1050	555	2616
1051	556	2615
1052	556	2614
1053	557	2614
1054	557	2613
1055	558	2613
1056	558	2613
1057	559	2613
1058	559	2612
1059	560	2610
1060	560	2609
1061	561	2608
1062	561	2607
1063	561	2606
1064	562	2605
1065	562	2605
1066	563	2604
1067	563	2604
1068	564	2605
1069	565	2603
1070	565	2602
1071	565	2601
1072	566	2601
1073	567	2600
1074	567	2599
1075	567	2598
1076	568	2596
1077	568	2595
1078	569	2597
1079	569	2595
1080	570	2595
1081	570	2594
1082	571	2594
1083	571	2594
1084	572	2595
1085	573	2594
1086	573	2592
1087	573	2591
1088	574	2590
1089	574	2589
1090	575	2589
1091	575	2588
1092	576	2587
1093	576	2585
1094	577	2584
1095	577	2583
1096	577	2582
1097	578	2580
1098	578	2579
1099	578	2578
1100	579	2577
1101	579	2575
1102	580	2575
1103	580	2574
1104	580	2572
1105	581	2573
1106	582	2572
1107	582	2571
1108	583	2573
1109	584	2572
1110	584	2572
1111	584	2571
1112	585	2571
1113	586	2570
1114	586	2569
1115	587	2569
1116	587	2569
1117	588	2568
1118	588	2567
1119	589	2568
1120	590	2568
1121	590	2567
1122	590	2566
1123	591	2565
1124	591	2564
1125	592	2563
1126	592	2562
1127	592	2561
1128	593	2559
1129	593	2558
1130	594	2557
1131	594	2556
1132	594	2555
1133	595	2554
1134	595	2553
1135	596	2553
1136	596	2552
1137	597	2553
1138	598	2553
1139	598	2552
1140	599	2551
1141	599	2550
1142	600	2549
1143	600	2548
1144	600	2548
1145	601	2547
1146	601	2546
1147	602	2545
1148	602	2544
1149	603	2543
1150	603	2542
1151	603	2541
1152	604	2539
1153	604	2540
1154	605	2539
1155	605	2538
1156	606	2537
1157	606	2537
1158	607	2537
1159	607	2536
1160	608	2535
1161	608	2534
1162	609	2532
1163	609	2531
1164	609	2530
1165	610	2530
1166	610	2529
1167	611	2528
1168	611	2527
1169	612	2526
1170	612	2525
1171	613	2525
1172	613	2525
1173	614	2524
1174	614	2522
1175	614	2521
1176	615	2520
1177	615	2519
1178	615	2517
1179	616	2516
1180	616	2515
1181	616	2514
1182	617	2513
1183	617	2512
1184	618	2511
1185	619	2515
1186	620	2514
1187	620	2513
1188	620	2512
1189	621	2511
1190	621	2510
1191	622	2509
1192	622	2509
1193	623	2508
1194	623	2508
1195	624	2506
1196	624	2507
1197	625	2507
1198	625	2506
1199	626	2505
1200	626	2503
1201	626	2502
1202	627	2501
1203	627	2500
1204	628	2499
1205	628	2498
1206	628	2497
1207	629	2496
1208	629	2494
1209	630	2495
1210	630	2494
1211	631	2493
1212	631	2492
1213	632	2492
1214	632	2490
1215	632	2489
1216	633	2488
1217	633	2487
1218	634	2487
1219	635	2488
1220	635	2488
1221	636	2487
1222	636	2486
1223	636	2485
1224	637	2484
1225	638	2484
1226	638	2483
1227	638	2482
1228	639	2481
1229	639	2480
1230	640	2479
1231	640	2478
1232	640	2477
1233	641	2476
1234	641	2475
1235	641	2474
1236	642	2473
1237	643	2474
1238	643	2473
1239	644	2472
1240	644	2472
1241	645	2471
1242	645	2470
1243	645	2469
1244	646	2468
1245	646	2467
1246	647	2466
1247	647	2465
1248	647	2464
1249	648	2464
1250	648	2463
1251	649	2462
1252	649	2462
1253	650	2461
1254	650	2460
1255	652	2465
1256	653	2465
1257	653	2465
1258	654	2464
1259	654	2462
1260	655	2462
1261	655	2462
1262	656	2461
1263	656	2460
1264	657	2459
1265	657	2458
1266	657	2457
1267	658	2456
1268	658	2455
1269	658	2454
1270	659	2453
1271	659	2451
1272	660	2450
1273	660	2450
1274	661	2451
1275	661	2450
1276	662	2449
1277	662	2448
1278	663	2447
1279	663	2448
1280	664	2447
1281	664	2445
1282	665	2445
1283	665	2444
1284	665	2443
1285	666	2442
1286	666	2440
1287	666	2439
1288	667	2439
1289	668	2439
1290	668	2438
1291	668	2437
1292	669	2436
1293	669	2434
1294	669	2433
1295	670	2432
1296	670	2432
1297	671	2432
1298	671	2430
1299	672	2429
1300	673	2430
1301	673	2429
1302	674	2430
1303	674	2429
1304	675	2429
1305	675	2428
1306	676	2427
1307	676	2426
1308	676	2425
1309	677	2424
1310	677	2423
1311	678	2422
1312	678	2421
1313	678	2420
1314	679	2419
1315	679	2419
1316	680	2418
1317	680	2418
1318	681	2418
1319	681	2417
1320	682	2416
1321	682	2415
1322	682	2414
1323	683	2413
1324	683	2413
1325	684	2411
1326	684	2410
1327	684	2409
1328	685	2408
1329	687	2413
1330	687	2413
1331	688	2412
1332	688	2410
1333	688	2409
1334	689	2408
1335	690	2408
1336	690	2408
1337	690	2406
1338	691	2405
1339	691	2404
1340	692	2405
1341	692	2404
1342	693	2404
1343	693	2403
1344	694	2402
1345	694	2401
1346	695	2401
1347	695	2401
1348	696	2399
1349	696	2398
1350	696	2397
1351	697	2396
1352	697	2396
1353	698	2395
1354	699	2399
1355	700	2398
1356	700	2397
1357	701	2396
1358	701	2395
1359	701	2394
1360	702	2393
1361	702	2392
1362	703	2391
1363	703	2391
1364	703	2390
1365	704	2389
1366	704	2388
1367	705	2387
1368	705	2386
1369	705	2385
1370	706	2384
1371	706	2383
1372	707	2382
1373	707	2381
1374	708	2381
1375	708	2381
1376	709	2380
1377	709	2379
1378	709	2378
1379	710	2377
1380	710	2376
1381	711	2376
1382	712	2379
1383	713	2378
1384	713	2377
1385	713	2376
1386	714	2376
1387	714	2374
1388	715	2374
1389	715	2373
1390	715	2372
1391	716	2371
1392	716	2370
1393	717	2369
1394	718	2370
1395	719	2371
1396	719	2370
1397	720	2370
1398	720	2369
1399	720	2368
1400	721	2367
1401	721	2366
1402	721	2365
1403	722	2364
1404	722	2363
1405	723	2362
1406	723	2362
1407	724	2361
1408	725	2363
1409	725	2362
1410	726	2361
1411	726	2360
1412	726	2359
1413	727	2358
1414	727	2357
1415	728	2356
1416	728	2355
1417	728	2354
1418	729	2354
1419	729	2353
1420	730	2354
1421	731	2353
1422	731	2352
1423	731	2351
1424	732	2350
1425	732	2349
1426	732	2348
1427	733	2348
1428	734	2348
1429	734	2347
1430	734	2346
1431	735	2346
1432	736	2345
1433	736	2346
1434	737	2347
1435	738	2346
1436	738	2345
1437	739	2344
1438	739	2343
1439	739	2342
1440	740	2341
1441	740	2340
1442	740	2339
1443	741	2338
1444	741	2338
1445	742	2337
1446	742	2337
1447	743	2337
1448	743	2336
1449	744	2336
1450	745	2335
1451	745	2334
1452	745	2334
1453	746	2333
1454	746	2332
1455	747	2332
1456	747	2331
1457	747	2330
1458	748	2329
1459	748	2328
1460	749	2327
1461	749	2327
1462	750	2326
1463	750	2326
1464	751	2325
1465	751	2325
1466	752	2324
1467	752	2323
1468	753	2322
1469	753	2321
1470	753	2320
1471	754	2320
1472	754	2319
1473	755	2319
1474	756	2319
1475	756	2318
1476	756	2317
1477	757	2316
1478	757	2315
1479	758	2315
1480	758	2314
1481	758	2313
1482	759	2312
1483	759	2311
1484	760	2311
1485	760	2310
1486	760	2309
1487	761	2310
1488	762	2309
1489	762	2308
1490	763	2308
1491	764	2308
1492	764	2308
1493	765	2308
1494	765	2307
1495	766	2307
1496	766	2306
1497	767	2305
1498	767	2304
1499	768	2304
1500	768	2304
1501	769	2303
1502	769	2302
1503	769	2301
1504	770	2300
1505	770	2299
1506	771	2298
1507	771	2298
1508	771	2297
1509	772	2296
1510	772	2295
1511	773	2294
1512	773	2293
1513	773	2292
1514	774	2292
1515	774	2292
1516	775	2291
1517	775	2290
1518	776	2289
1519	776	2289
1520	777	2288
1521	777	2287
1522	777	2286
1523	778	2286
1524	779	2287
1525	779	2286
1526	780	2286
1527	781	2286
1528	781	2285
1529	782	2285
1530	782	2284
1531	783	2283
1532	783	2282
1533	784	2283
1534	784	2282
1535	785	2281
1536	785	2281
1537	786	2281
1538	787	2281
1539	787	2280
1540	787	2279
1541	789	2283
1542	790	2283
1543	791	2283
1544	792	2283
1545	792	2283
1546	793	2282
1547	793	2282
1548	794	2281
1549	794	2281
1550	794	2280
1551	795	2279
1552	795	2279
1553	796	2279
1554	797	2278
1555	797	2278
1556	798	2277
1557	798	2276
1558	798	2275
1559	799	2276
1560	800	2275
1561	800	2274
1562	801	2274
1563	801	2273
1564	802	2273
1565	803	2274
1566	803	2273
1567	803	2272
1568	804	2271
1569	805	2271
1570	807	2275
1571	807	2275
1572	808	2275
1573	808	2274
1574	809	2273
1575	809	2272
1576	810	2272
1577	810	2271
1578	811	2271
1579	811	2271
1580	812	2271
1581	813	2271
1582	814	2271
1583	815	2272
1584	816	2273
1585	817	2275
1586	818	2274
1587	818	2274
1588	820	2278
1589	821	2277
1590	821	2276
1591	821	2275
1592	822	2275
1593	822	2274
1594	823	2273
1595	823	2273
1596	824	2272
1597	824	2272
1598	825	2271
1599	825	2270
1600	826	2270
1601	826	2270
1602	828	2271
1603	828	2271
1604	829	2272
1605	829	2272
1606	830	2272
1607	832	2275
1608	834	2279
1609	835	2280
1610	836	2279
1611	837	2280
1612	838	2282
1613	839	2281
1614	839	2281
1615	840	2280
1616	840	2280
1617	841	2279
1618	841	2279
1619	842	2278
1620	842	2277
1621	842	2276
1622	843	2275
1623	843	2275
1624	844	2276
1625	847	2282
1626	848	2282
1627	852	2289
1628	853	2290
1629	876	2351
1630	880	2360
1631	881	2360
1632	883	2364
1633	887	2373
1634	890	2378
1635	891	2378
1636	891	2378
1637	892	2377
1638	892	2377
1639	893	2376
1640	893	2376
1641	894	2375
1642	894	2374
1643	895	2373
1644	895	2372
1645	896	2372
1646	896	2371
1647	897	2370
1648	897	2370
1649	898	2369
1650	898	2368
1651	899	2368
1652	899	2368
1653	900	2367
1654	900	2366
1655	901	2366
1656	902	2365
1657	902	2365
1658	903	2365
1659	904	2365
1660	904	2364
1661	905	2365
1662	906	2364
1663	906	2363
1664	907	2363
1665	908	2364
1666	908	2363
1667	909	2363
1668	910	2363
1669	910	2362
1670	911	2362
1671	912	2362
1672	912	2361
1673	913	2361
1674	913	2360
1675	914	2360
1676	914	2359
1677	915	2358
1678	915	2358
1679	916	2357
1680	916	2356
1681	917	2356
1682	917	2355
1683	918	2355
1684	918	2354
1685	919	2353
1686	920	2353
1687	920	2352
1688	920	2351
1689	921	2351
1690	921	2350
1691	922	2349
1692	922	2348
1693	923	2347
1694	923	2346
1695	923	2345
1696	924	2346
1697	925	2345
1698	925	2344
1699	925	2343
1700	926	2342
1701	926	2341
1702	926	2340
1703	927	2339
1704	927	2338
1705	928	2337
1706	928	2336
1707	929	2336
1708	929	2335
1709	929	2334
1710	930	2333
1711	930	2332
1712	931	2331
1713	931	2331
1714	932	2330
1715	932	2329
1716	933	2329
1717	933	2328
1718	934	2329
1719	935	2329
1720	936	2329
1721	936	2328
1722	937	2328
1723	938	2328
1724	938	2328
1725	939	2327
1726	939	2327
1727	940	2326
1728	940	2325
1729	941	2324
1730	941	2323
1731	942	2323
1732	942	2322
1733	943	2322
1734	943	2321
1735	944	2321
1736	944	2320
1737	945	2319
1738	945	2318
1739	946	2317
1740	946	2316
1741	946	2316
1742	947	2315
1743	947	2314
1744	948	2313
1745	948	2312
1746	948	2311
1747	949	2310
1748	949	2310
1749	950	2309
1750	950	2308
1751	951	2308
1752	951	2307
1753	952	2307
1754	953	2306
1755	953	2306
1756	954	2305
1757	954	2304
1758	955	2303
1759	955	2303
1760	956	2303
1761	956	2303
1762	957	2302
1763	957	2301
1764	958	2300
1765	958	2299
1766	959	2299
1767	959	2298
1768	961	2299
1769	961	2299
1770	962	2299
1771	962	2298
1772	963	2297
1773	963	2296
1774	963	2295
1775	964	2294
1776	964	2293
1777	964	2292
1778	965	2291
1779	965	2291
1780	966	2290
1781	966	2289
1782	967	2288
1783	967	2287
1784	968	2287
1785	968	2286
1786	968	2285
1787	969	2284
1788	969	2283
1789	970	2282
1790	970	2281
1791	970	2280
1792	971	2279
1793	971	2280
1794	972	2279
1795	972	2278
1796	973	2277
1797	973	2277
1798	974	2277
1799	975	2276
1800	975	2275
1801	976	2275
1802	976	2274
1803	977	2273
1804	977	2273
1805	977	2272
1806	978	2271
1807	979	2271
1808	979	2271
1809	980	2270
1810	981	2270
1811	981	2270
1812	982	2270
1813	983	2270
1814	984	2270
1815	984	2269
1816	986	2272
1817	986	2271
1818	987	2270
1819	987	2270
1820	988	2269
1821	989	2270
1822	990	2270
1823	991	2271
1824	991	2270
1825	992	2269
1826	992	2268
1827	993	2268
1828	993	2267
1829	994	2266
1830	994	2265
1831	994	2264
1832	995	2264
1833	996	2264
1834	996	2263
1835	997	2262
1836	997	2262
1837	998	2261
1838	998	2260
1839	998	2259
1840	1000	2261
1841	1001	2260
1842	1001	2260
1843	1001	2259
1844	1002	2258
1845	1002	2257
1846	1002	2256
1847	1003	2256
1848	1003	2255
1849	1004	2254
1850	1004	2253
1851	1005	2252
1852	1005	2251
1853	1006	2251
1854	1006	2250
1855	1006	2249
1856	1007	2248
1857	1007	2247
1858	1007	2246
1859	1008	2245
1860	1008	2244
1861	1009	2243
1862	1009	2242
1863	1010	2242
1864	1011	2242
1865	1011	2241
1866	1011	2241
1867	1012	2241
