iter	Passed	Remaining
1868	1012	2240
1869	1013	2239
1870	1013	2238
1871	1014	2237
1872	1014	2236
1873	1014	2235
1874	1015	2234
1875	1015	2233
1876	1015	2232
1877	1016	2231
1878	1016	2230
1879	1016	2229
1880	1017	2228
1881	1017	2227
1882	1018	2226
1883	1018	2226
1884	1018	2225
1885	1019	2224
1886	1019	2223
1887	1019	2222
1888	1020	2221
1889	1020	2220
1890	1020	2219
1891	1021	2218
1892	1021	2217
1893	1022	2216
1894	1022	2216
1895	1022	2215
1896	1023	2214
1897	1023	2214
1898	1024	2213
1899	1025	2214
1900	1026	2214
1901	1027	2214
1902	1027	2213
1903	1027	2212
1904	1028	2211
1905	1028	2211
1906	1029	2210
1907	1029	2209
1908	1030	2208
1909	1030	2208
1910	1031	2207
1911	1031	2206
1912	1031	2205
1913	1032	2204
1914	1032	2203
1915	1032	2203
1916	1033	2202
1917	1033	2201
1918	1034	2200
1919	1034	2199
1920	1035	2199
1921	1036	2199
1922	1036	2198
1923	1036	2197
1924	1037	2196
1925	1037	2196
1926	1038	2195
1927	1038	2195
1928	1039	2194
1929	1039	2193
1930	1040	2192
1931	1040	2192
1932	1040	2191
1933	1041	2190
1934	1041	2189
1935	1042	2189
1936	1044	2191
1937	1044	2191
1938	1045	2190
1939	1046	2191
1940	1047	2191
1941	1047	2190
1942	1048	2189
1943	1048	2189
1944	1049	2189
1945	1050	2188
1946	1050	2187
1947	1050	2187
1948	1051	2186
1949	1051	2185
1950	1052	2185
1951	1052	2184
1952	1053	2183
1953	1053	2182
1954	1054	2182
1955	1054	2181
1956	1055	2180
1957	1055	2180
1958	1056	2179
1959	1056	2179
1960	1057	2178
1961	1057	2177
1962	1058	2177
1963	1058	2176
1964	1059	2175
1965	1059	2175
1966	1060	2174
1967	1060	2173
1968	1061	2173
1969	1061	2173
1970	1062	2172
1971	1062	2171
1972	1063	2171
1973	1063	2170
1974	1064	2170
1975	1064	2169
1976	1064	2168
1977	1065	2167
1978	1066	2167
1979	1066	2166
1980	1067	2165
1981	1067	2165
1982	1067	2164
1983	1068	2163
1984	1068	2162
1985	1069	2161
1986	1069	2161
1987	1069	2160
1988	1070	2159
1989	1070	2158
1990	1071	2157
1991	1071	2157
1992	1071	2156
1993	1072	2155
1994	1072	2154
1995	1073	2153
1996	1073	2152
1997	1073	2152
1998	1074	2151
1999	1074	2150
2000	1075	2149
2001	1075	2148
2002	1075	2148
2003	1076	2147
2004	1076	2146
2005	1077	2145
2006	1077	2144
2007	1077	2143
2008	1078	2142
2009	1078	2141
2010	1078	2141
2011	1079	2140
2012	1079	2139
2013	1080	2138
2014	1081	2139
2015	1081	2138
2016	1081	2137
2017	1082	2136
2018	1082	2136
2019	1083	2135
2020	1085	2138
2021	1086	2138
2022	1086	2137
2023	1087	2137
2024	1087	2136
2025	1088	2136
2026	1089	2135
2027	1089	2135
2028	1090	2134
2029	1090	2134
2030	1091	2133
2031	1091	2132
2032	1091	2131
2033	1093	2132
2034	1093	2131
2035	1094	2131
2036	1094	2130
2037	1095	2129
2038	1095	2129
2039	1096	2128
2040	1096	2128
2041	1096	2127
2042	1097	2126
2043	1097	2125
2044	1097	2124
2045	1098	2123
2046	1098	2123
2047	1099	2123
2048	1100	2122
2049	1100	2121
2050	1101	2120
2051	1101	2120
2052	1101	2119
2053	1102	2118
2054	1102	2117
2055	1102	2116
2056	1103	2115
2057	1103	2114
2058	1104	2114
2059	1104	2113
2060	1105	2112
2061	1105	2112
2062	1105	2111
2063	1106	2110
2064	1106	2109
2065	1107	2109
2066	1107	2108
2067	1107	2107
2068	1108	2106
2069	1108	2105
2070	1108	2104
2071	1109	2103
2072	1109	2103
2073	1109	2102
2074	1110	2101
2075	1110	2100
2076	1111	2099
2077	1111	2099
2078	1112	2098
2079	1112	2097
2080	1112	2096
2081	1113	2095
2082	1113	2095
2083	1114	2094
2084	1114	2093
2085	1114	2092
2086	1115	2091
2087	1115	2091
2088	1116	2090
2089	1116	2089
2090	1117	2089
2091	1118	2089
2092	1118	2088
2093	1118	2088
2094	1119	2087
2095	1119	2086
2096	1120	2085
2097	1120	2085
2098	1121	2085
2099	1122	2084
2100	1122	2084
2101	1123	2084
2102	1124	2084
2103	1124	2083
2104	1125	2083
2105	1126	2083
2106	1127	2083
2107	1127	2083
2108	1128	2083
2109	1129	2082
2110	1129	2082
2111	1130	2082
2112	1131	2081
2113	1131	2081
2114	1132	2080
2115	1132	2079
2116	1132	2078
2117	1133	2078
2118	1133	2077
2119	1134	2076
2120	1134	2075
2121	1134	2075
2122	1135	2074
2123	1135	2073
2124	1136	2072
2125	1137	2072
2126	1137	2072
2127	1138	2071
2128	1138	2071
2129	1139	2070
2130	1139	2070
2131	1140	2069
2132	1141	2070
2133	1142	2069
2134	1142	2069
2135	1143	2068
2136	1143	2068
2137	1144	2068
2138	1144	2067
2139	1145	2066
2140	1145	2065
2141	1146	2065
2142	1146	2064
2143	1146	2063
2144	1147	2062
2145	1147	2062
2146	1148	2061
2147	1148	2060
2148	1149	2059
2149	1149	2059
2150	1149	2058
2151	1150	2057
2152	1151	2057
2153	1151	2057
2154	1152	2056
2155	1152	2056
2156	1153	2055
2157	1153	2055
2158	1154	2054
2159	1154	2053
2160	1154	2052
2161	1155	2052
2162	1156	2051
2163	1156	2051
2164	1157	2050
2165	1157	2050
2166	1158	2049
2167	1158	2048
2168	1158	2047
2169	1159	2047
2170	1159	2046
2171	1160	2045
2172	1160	2045
2173	1161	2044
2174	1161	2043
2175	1161	2042
2176	1162	2041
2177	1162	2041
2178	1163	2040
2179	1163	2040
2180	1164	2039
2181	1164	2038
2182	1164	2037
2183	1165	2036
2184	1165	2035
2185	1165	2035
2186	1166	2034
2187	1166	2034
2188	1167	2033
2189	1167	2032
2190	1168	2032
2191	1169	2032
2192	1169	2031
2193	1170	2031
2194	1170	2030
2195	1171	2029
2196	1171	2029
2197	1172	2028
2198	1173	2028
2199	1173	2028
2200	1174	2027
2201	1174	2027
2202	1175	2027
2203	1175	2026
2204	1176	2025
2205	1176	2024
2206	1177	2024
2207	1177	2023
2208	1177	2022
2209	1178	2021
2210	1178	2020
2211	1179	2020
2212	1179	2019
2213	1179	2018
2214	1180	2017
2215	1180	2017
2216	1181	2016
2217	1181	2016
2218	1182	2015
2219	1182	2014
2220	1183	2013
2221	1183	2013
2222	1183	2012
2223	1184	2011
2224	1184	2010
2225	1184	2009
2226	1185	2008
2227	1186	2009
2228	1187	2009
2229	1187	2008
2230	1187	2007
2231	1188	2006
2232	1188	2006
2233	1189	2005
2234	1189	2004
2235	1189	2003
2236	1190	2003
2237	1190	2002
2238	1191	2001
2239	1191	2000
2240	1192	2000
2241	1192	1999
2242	1192	1999
2243	1193	1998
2244	1193	1997
2245	1194	1997
2246	1194	1996
2247	1195	1996
2248	1196	1996
2249	1196	1995
2250	1197	1995
2251	1197	1994
2252	1201	1998
2253	1201	1998
2254	1202	1998
2255	1203	1998
2256	1204	1997
2257	1204	1997
2258	1205	1996
2259	1205	1995
2260	1205	1995
2261	1206	1994
2262	1207	1995
2263	1208	1995
2264	1208	1994
2265	1209	1993
2266	1209	1992
2267	1210	1992
2268	1210	1991
2269	1211	1991
2270	1212	1991
2271	1213	1992
2272	1214	1991
2273	1214	1991
2274	1215	1991
2275	1216	1990
2276	1216	1989
2277	1217	1989
2278	1217	1988
2279	1217	1987
2280	1218	1987
2281	1219	1987
2282	1219	1986
2283	1220	1985
2284	1220	1985
2285	1221	1986
2286	1222	1985
2287	1223	1985
2288	1224	1985
2289	1226	1988
2290	1227	1988
2291	1228	1988
2292	1228	1987
2293	1229	1987
2294	1229	1986
2295	1230	1985
2296	1230	1984
2297	1231	1984
2298	1231	1983
2299	1232	1982
2300	1232	1982
2301	1232	1981
2302	1233	1981
2303	1234	1980
2304	1234	1980
2305	1235	1979
2306	1235	1979
2307	1236	1978
2308	1236	1978
2309	1237	1977
2310	1237	1976
2311	1238	1976
2312	1238	1975
2313	1240	1976
2314	1241	1976
2315	1241	1975
2316	1242	1975
2317	1242	1974
2318	1242	1973
2319	1243	1972
2320	1244	1972
2321	1244	1972
2322	1244	1971
2323	1245	1970
2324	1245	1969
2325	1247	1971
2326	1248	1970
2327	1248	1970
2328	1249	1969
2329	1249	1969
2330	1250	1968
2331	1250	1968
2332	1251	1967
2333	1251	1966
2334	1251	1965
2335	1252	1964
2336	1252	1964
2337	1254	1965
2338	1255	1965
2339	1255	1964
2340	1255	1963
2341	1256	1962
2342	1256	1962
2343	1256	1961
2344	1257	1960
2345	1257	1959
2346	1257	1958
2347	1258	1958
2348	1258	1957
2349	1259	1956
2350	1260	1956
2351	1260	1955
2352	1260	1955
2353	1261	1954
2354	1262	1954
2355	1262	1954
2356	1263	1953
2357	1263	1952
2358	1264	1952
2359	1267	1955
2360	1267	1955
2361	1268	1954
2362	1268	1953
2363	1269	1953
2364	1269	1952
2365	1270	1951
2366	1270	1950
2367	1271	1950
2368	1271	1949
2369	1272	1949
2370	1272	1948
2371	1273	1948
2372	1273	1947
2373	1273	1946
2374	1274	1945
2375	1274	1945
2376	1275	1944
2377	1275	1943
2378	1276	1943
2379	1276	1942
2380	1276	1941
2381	1277	1940
2382	1277	1939
2383	1278	1939
2384	1278	1938
2385	1279	1938
2386	1279	1938
2387	1280	1937
2388	1281	1937
2389	1281	1936
2390	1282	1936
2391	1282	1935
2392	1283	1935
2393	1283	1934
2394	1286	1936
2395	1286	1936
2396	1287	1935
2397	1287	1935
2398	1288	1935
2399	1289	1934
2400	1289	1934
2401	1290	1933
2402	1290	1932
2403	1291	1932
2404	1292	1932
2405	1293	1932
2406	1293	1932
2407	1294	1931
2408	1294	1930
2409	1295	1930
2410	1295	1929
2411	1296	1928
2412	1296	1928
2413	1296	1927
2414	1298	1928
2415	1299	1927
2416	1299	1927
2417	1299	1926
2418	1300	1925
2419	1300	1925
2420	1301	1924
2421	1301	1923
2422	1301	1922
2423	1302	1922
2424	1302	1921
2425	1303	1921
2426	1304	1921
2427	1304	1920
2428	1305	1919
2429	1305	1919
2430	1306	1918
2431	1306	1917
2432	1307	1917
2433	1307	1916
2434	1308	1916
2435	1309	1916
2436	1309	1915
2437	1310	1915
2438	1310	1914
2439	1311	1914
2440	1311	1913
2441	1312	1913
2442	1313	1912
2443	1313	1912
2444	1313	1911
2445	1314	1910
2446	1314	1909
2447	1315	1908
2448	1315	1908
2449	1315	1907
2450	1316	1907
2451	1317	1906
2452	1317	1905
2453	1317	1904
2454	1318	1904
2455	1318	1903
2456	1318	1902
2457	1319	1902
2458	1320	1901
2459	1320	1901
2460	1320	1900
2461	1321	1899
2462	1321	1898
2463	1322	1898
2464	1322	1898
2465	1323	1897
2466	1323	1896
2467	1324	1895
2468	1324	1894
2469	1324	1894
2470	1325	1893
2471	1325	1892
2472	1325	1891
2473	1326	1891
2474	1326	1890
2475	1327	1889
2476	1327	1888
2477	1327	1887
2478	1328	1887
2479	1328	1886
2480	1329	1886
2481	1329	1885
2482	1330	1884
2483	1330	1883
2484	1330	1883
2485	1331	1882
2486	1331	1881
2487	1332	1882
2488	1333	1881
2489	1333	1880
2490	1333	1879
2491	1334	1878
2492	1334	1878
2493	1335	1877
2494	1335	1876
2495	1335	1876
2496	1336	1875
2497	1336	1875
2498	1337	1874
2499	1337	1873
2500	1338	1873
2501	1339	1872
2502	1339	1872
2503	1339	1871
2504	1340	1870
2505	1340	1870
2506	1341	1869
2507	1341	1869
2508	1342	1868
2509	1342	1867
2510	1343	1866
2511	1343	1866
2512	1344	1865
2513	1344	1865
2514	1345	1865
2515	1347	1866
2516	1348	1866
2517	1349	1867
2518	1350	1866
2519	1350	1866
2520	1351	1865
2521	1352	1865
2522	1352	1864
2523	1352	1863
2524	1353	1863
2525	1353	1862
2526	1354	1862
2527	1355	1862
2528	1355	1861
2529	1356	1861
2530	1357	1860
2531	1359	1863
2532	1360	1862
2533	1361	1862
2534	1362	1862
2535	1362	1862
2536	1363	1861
2537	1364	1862
2538	1365	1861
2539	1365	1860
2540	1366	1860
2541	1366	1860
2542	1367	1859
2543	1367	1859
2544	1368	1858
2545	1369	1858
2546	1369	1857
2547	1370	1857
2548	1370	1856
2549	1371	1856
2550	1372	1856
2551	1373	1856
2552	1373	1855
2553	1374	1855
2554	1375	1854
2555	1375	1854
2556	1376	1853
2557	1376	1852
2558	1376	1852
2559	1377	1851
2560	1377	1850
2561	1378	1850
2562	1378	1849
2563	1378	1848
2564	1379	1848
2565	1379	1847
2566	1380	1846
2567	1380	1846
2568	1381	1845
2569	1382	1845
2570	1382	1844
2571	1382	1843
2572	1383	1843
2573	1383	1842
2574	1384	1841
2575	1384	1841
2576	1384	1840
2577	1385	1840
2578	1386	1839
2579	1386	1839
2580	1387	1838
2581	1387	1837
2582	1388	1837
2583	1388	1836
2584	1389	1835
2585	1389	1835
2586	1389	1834
2587	1390	1833
2588	1390	1833
2589	1391	1832
2590	1391	1831
2591	1391	1830
2592	1392	1830
2593	1392	1829
2594	1393	1828
2595	1393	1828
2596	1394	1827
2597	1394	1827
2598	1395	1826
2599	1395	1825
2600	1396	1825
2601	1396	1824
2602	1397	1823
2603	1398	1824
2604	1398	1823
2605	1399	1823
2606	1401	1824
2607	1401	1823
2608	1401	1822
2609	1402	1821
2610	1402	1821
2611	1402	1820
2612	1403	1819
2613	1403	1819
2614	1404	1818
2615	1404	1817
2616	1405	1817
2617	1405	1816
2618	1406	1816
2619	1406	1815
2620	1407	1815
2621	1407	1814
2622	1408	1813
2623	1408	1813
2624	1409	1812
2625	1409	1811
2626	1409	1811
2627	1410	1810
2628	1411	1809
2629	1411	1809
2630	1411	1808
2631	1412	1808
2632	1412	1807
2633	1413	1806
2634	1413	1806
2635	1414	1805
2636	1414	1804
2637	1415	1804
2638	1416	1804
2639	1416	1803
2640	1416	1802
2641	1417	1802
2642	1417	1801
2643	1418	1800
2644	1418	1799
2645	1419	1799
2646	1419	1798
2647	1420	1798
2648	1420	1797
2649	1420	1796
2650	1421	1796
2651	1421	1795
2652	1422	1794
2653	1422	1793
2654	1422	1793
2655	1423	1792
2656	1423	1791
2657	1424	1791
2658	1425	1791
2659	1426	1791
2660	1426	1790
2661	1426	1789
2662	1427	1789
2663	1427	1788
2664	1427	1787
2665	1428	1786
2666	1428	1786
2667	1429	1785
2668	1429	1784
2669	1429	1784
2670	1430	1783
2671	1430	1782
2672	1431	1781
2673	1431	1781
2674	1432	1780
2675	1432	1780
2676	1432	1779
2677	1433	1778
2678	1433	1778
2679	1434	1777
2680	1434	1776
2681	1435	1775
2682	1435	1775
2683	1435	1774
2684	1436	1773
2685	1436	1773
2686	1438	1774
2687	1439	1773
2688	1439	1772
2689	1440	1772
2690	1440	1772
2691	1440	1771
2692	1441	1770
2693	1441	1769
2694	1441	1768
2695	1442	1768
2696	1442	1767
2697	1443	1766
2698	1443	1766
2699	1444	1765
2700	1444	1765
2701	1445	1764
2702	1445	1764
2703	1446	1763
2704	1446	1762
2705	1446	1761
2706	1447	1761
2707	1447	1760
2708	1448	1760
2709	1448	1759
2710	1449	1758
2711	1449	1758
2712	1449	1757
2713	1451	1758
2714	1452	1757
2715	1452	1756
2716	1452	1756
2717	1453	1755
2718	1453	1754
2719	1454	1754
2720	1454	1753
2721	1454	1752
2722	1455	1751
2723	1455	1751
2724	1455	1750
2725	1456	1749
2726	1456	1749
2727	1457	1748
2728	1457	1747
2729	1457	1746
2730	1458	1746
2731	1458	1745
2732	1459	1744
2733	1459	1744
2734	1459	1743
2735	1460	1742
2736	1460	1742
2737	1461	1741
2738	1461	1741
2739	1462	1740
2740	1462	1740
2741	1464	1741
2742	1465	1740
2743	1465	1739
2744	1465	1738
2745	1466	1738
2746	1466	1737
2747	1467	1736
2748	1467	1736
2749	1467	1735
2750	1468	1734
2751	1468	1733
2752	1468	1733
2753	1469	1733
2754	1470	1732
2755	1470	1731
2756	1471	1730
2757	1471	1730
2758	1471	1729
2759	1472	1728
2760	1472	1728
2761	1473	1727
2762	1473	1726
2763	1473	1726
2764	1474	1725
2765	1474	1724
2766	1474	1723
2767	1475	1723
2768	1476	1723
2769	1477	1723
2770	1477	1722
2771	1477	1721
2772	1478	1720
2773	1478	1720
2774	1479	1719
2775	1479	1718
2776	1479	1718
2777	1480	1717
2778	1480	1716
2779	1481	1716
2780	1481	1715
2781	1481	1714
2782	1482	1714
2783	1482	1713
2784	1483	1712
2785	1483	1712
2786	1484	1711
2787	1484	1710
2788	1484	1710
2789	1485	1709
2790	1485	1708
2791	1486	1708
2792	1486	1707
2793	1486	1706
2794	1487	1705
2795	1487	1705
2796	1488	1704
2797	1488	1704
2798	1489	1704
2799	1490	1703
2800	1490	1702
2801	1490	1702
2802	1491	1701
2803	1491	1700
2804	1492	1700
2805	1492	1699
2806	1493	1699
2807	1493	1698
2808	1494	1698
2809	1494	1697
2810	1495	1697
2811	1495	1696
2812	1496	1695
2813	1496	1695
2814	1497	1694
2815	1497	1693
2816	1497	1693
2817	1498	1692
2818	1498	1691
2819	1499	1691
2820	1499	1690
2821	1499	1689
2822	1500	1689
2823	1500	1688
2824	1501	1688
2825	1501	1687
2826	1502	1686
2827	1502	1686
2828	1503	1685
2829	1503	1684
2830	1503	1684
2831	1504	1683
2832	1504	1682
2833	1505	1681
2834	1505	1681
2835	1505	1680
2836	1506	1679
2837	1507	1679
2838	1507	1679
2839	1507	1678
2840	1508	1677
2841	1508	1676
2842	1508	1676
2843	1509	1675
2844	1510	1675
2845	1510	1674
2846	1510	1673
2847	1511	1673
2848	1511	1672
2849	1512	1671
2850	1512	1671
2851	1513	1671
2852	1513	1670
2853	1514	1669
2854	1515	1669
2855	1515	1668
2856	1516	1668
2857	1516	1667
2858	1516	1666
2859	1517	1666
2860	1517	1665
2861	1517	1664
2862	1518	1664
2863	1518	1663
2864	1519	1663
2865	1519	1662
2866	1520	1661
2867	1520	1661
2868	1520	1660
2869	1521	1659
2870	1521	1659
2871	1522	1658
2872	1523	1658
2873	1523	1657
2874	1524	1657
2875	1524	1656
2876	1525	1656
2877	1525	1655
2878	1526	1655
2879	1526	1654
2880	1527	1653
2881	1527	1653
2882	1528	1652
2883	1528	1652
2884	1529	1651
2885	1529	1650
2886	1529	1650
2887	1530	1649
2888	1530	1648
2889	1530	1648
2890	1531	1647
2891	1532	1647
2892	1532	1646
2893	1533	1646
2894	1533	1645
2895	1534	1645
2896	1534	1644
2897	1535	1643
2898	1535	1642
2899	1535	1642
2900	1536	1641
2901	1536	1641
2902	1537	1640
2903	1537	1639
2904	1537	1639
2905	1538	1638
2906	1538	1637
2907	1539	1637
2908	1540	1637
2909	1540	1636
2910	1541	1636
2911	1541	1635
2912	1542	1634
2913	1542	1634
2914	1542	1633
2915	1543	1632
2916	1543	1632
2917	1543	1631
2918	1544	1630
2919	1544	1630
2920	1545	1629
2921	1545	1628
2922	1546	1628
2923	1546	1627
2924	1546	1626
2925	1547	1625
2926	1547	1625
2927	1547	1624
2928	1548	1623
2929	1549	1623
2930	1549	1623
2931	1550	1622
2932	1550	1622
2933	1551	1621
2934	1551	1620
2935	1551	1620
2936	1552	1619
2937	1552	1618
2938	1553	1618
2939	1554	1618
2940	1554	1617
2941	1554	1616
2942	1555	1616
2943	1555	1615
2944	1556	1614
2945	1557	1614
2946	1557	1614
2947	1558	1613
2948	1558	1612
2949	1558	1612
2950	1559	1611
2951	1559	1610
2952	1559	1610
2953	1560	1609
2954	1561	1609
2955	1561	1608
2956	1561	1607
2957	1562	1607
2958	1562	1606
2959	1563	1606
2960	1563	1605
2961	1564	1604
2962	1564	1604
2963	1565	1603
2964	1565	1602
2965	1565	1602
2966	1566	1601
2967	1566	1601
2968	1567	1600
2969	1567	1599
2970	1567	1599
2971	1568	1598
2972	1569	1598
2973	1569	1597
2974	1570	1597
2975	1570	1596
2976	1571	1595
2977	1571	1595
2978	1571	1594
2979	1572	1593
2980	1572	1593
2981	1572	1592
2982	1573	1591
2983	1573	1590
2984	1573	1590
2985	1574	1589
2986	1574	1588
2987	1575	1588
2988	1575	1587
2989	1576	1587
2990	1576	1586
2991	1577	1586
2992	1577	1585
2993	1577	1584
2994	1578	1584
2995	1579	1584
2996	1579	1583
2997	1580	1582
2998	1580	1582
2999	1581	1581
3000	1581	1581
3001	1582	1580
3002	1582	1580
3003	1583	1579
3004	1584	1579
3005	1584	1578
3006	1584	1577
3007	1585	1577
3008	1585	1576
3009	1585	1575
3010	1586	1575
3011	1586	1574
3012	1587	1574
3013	1587	1573
3014	1588	1572
3015	1588	1572
3016	1589	1571
3017	1589	1570
3018	1590	1570
3019	1590	1570
3020	1591	1570
3021	1592	1569
3022	1592	1568
3023	1593	1568
3024	1593	1567
3025	1594	1567
3026	1594	1566
3027	1595	1566
3028	1595	1565
3029	1595	1564
3030	1596	1564
3031	1596	1563
3032	1597	1562
3033	1597	1562
3034	1597	1561
3035	1598	1560
3036	1598	1560
3037	1599	1559
3038	1599	1559
3039	1599	1558
3040	1600	1557
3041	1601	1557
3042	1601	1556
3043	1601	1556
3044	1602	1555
3045	1602	1554
3046	1603	1554
3047	1603	1553
3048	1604	1553
3049	1604	1552
3050	1605	1552
3051	1605	1551
3052	1606	1551
3053	1606	1550
3054	1607	1549
3055	1607	1549
3056	1608	1549
3057	1608	1548
3058	1609	1547
3059	1609	1547
3060	1610	1546
3061	1610	1545
3062	1610	1545
3063	1611	1544
3064	1611	1543
3065	1612	1543
3066	1612	1542
3067	1612	1541
3068	1613	1541
3069	1613	1540
3070	1614	1540
3071	1615	1539
3072	1615	1539
3073	1615	1538
3074	1616	1538
3075	1617	1537
3076	1617	1537
3077	1618	1537
3078	1619	1536
3079	1619	1536
3080	1620	1535
3081	1620	1535
3082	1621	1534
3083	1622	1534
3084	1622	1533
3085	1624	1534
3086	1626	1535
3087	1627	1535
3088	1628	1534
3089	1628	1534
3090	1629	1533
3091	1629	1533
3092	1630	1533
3093	1632	1534
3094	1633	1533
3095	1634	1533
3096	1635	1533
3097	1635	1532
3098	1636	1532
3099	1637	1532
3100	1638	1531
3101	1639	1532
3102	1639	1531
3103	1640	1531
3104	1641	1530
3105	1641	1530
3106	1642	1529
3107	1643	1529
3108	1643	1528
3109	1644	1528
3110	1650	1532
3111	1651	1533
3112	1654	1534
3113	1655	1534
3114	1655	1533
3115	1656	1533
3116	1656	1533
3117	1657	1532
3118	1658	1532
3119	1660	1533
3120	1661	1532
3121	1662	1532
3122	1663	1532
3123	1663	1531
3124	1664	1531
3125	1664	1530
3126	1667	1532
3127	1668	1532
3128	1668	1531
3129	1669	1530
3130	1669	1530
3131	1669	1529
3132	1670	1529
3133	1671	1528
3134	1671	1528
3135	1672	1527
3136	1673	1527
3137	1673	1526
3138	1673	1526
3139	1674	1525
3140	1674	1524
3141	1675	1524
3142	1675	1523
3143	1676	1523
3144	1676	1522
3145	1677	1521
3146	1677	1521
3147	1677	1520
3148	1678	1520
3149	1678	1519
3150	1679	1519
3151	1680	1518
3152	1680	1518
3153	1681	1517
3154	1681	1516
3155	1682	1516
3156	1682	1515
3157	1683	1515
3158	1683	1514
3159	1684	1514
3160	1684	1513
3161	1685	1513
3162	1685	1512
3163	1686	1511
3164	1686	1511
3165	1687	1510
3166	1687	1509
3167	1687	1509
3168	1688	1508
3169	1688	1507
3170	1688	1507
3171	1689	1506
3172	1689	1506
3173	1690	1505
3174	1690	1504
3175	1691	1504
3176	1691	1503
3177	1691	1502
3178	1692	1502
3179	1692	1501
3180	1693	1500
3181	1693	1500
3182	1693	1499
3183	1694	1498
3184	1695	1499
3185	1696	1498
3186	1697	1498
3187	1697	1498
3188	1698	1497
3189	1698	1496
3190	1698	1495
3191	1699	1495
3192	1699	1494
3193	1700	1494
3194	1700	1493
3195	1700	1492
3196	1701	1492
3197	1701	1491
3198	1702	1490
3199	1702	1490
3200	1702	1489
3201	1703	1488
3202	1703	1488
3203	1704	1487
3204	1704	1487
3205	1705	1486
3206	1705	1485
3207	1705	1484
3208	1706	1484
3209	1706	1483
3210	1706	1482
3211	1707	1482
3212	1707	1481
3213	1708	1481
3214	1708	1480
3215	1709	1480
3216	1709	1479
3217	1709	1478
3218	1710	1477
3219	1710	1477
3220	1711	1476
3221	1711	1476
3222	1711	1475
3223	1712	1474
3224	1712	1474
3225	1713	1473
3226	1713	1473
3227	1714	1472
3228	1714	1471
3229	1714	1471
3230	1716	1471
3231	1716	1470
3232	1717	1470
3233	1717	1469
3234	1717	1468
3235	1718	1468
3236	1718	1467
3237	1719	1466
3238	1719	1466
3239	1720	1465
3240	1720	1465
3241	1720	1464
3242	1721	1463
3243	1721	1463
3244	1722	1462
3245	1722	1462
3246	1723	1461
3247	1723	1460
3248	1723	1459
3249	1724	1459
3250	1724	1458
3251	1725	1458
3252	1725	1457
3253	1725	1456
3254	1726	1456
3255	1726	1455
3256	1727	1455
3257	1727	1454
3258	1727	1453
3259	1728	1453
3260	1728	1452
3261	1729	1451
3262	1729	1451
3263	1729	1450
3264	1730	1449
3265	1730	1449
3266	1731	1448
3267	1731	1448
3268	1732	1447
3269	1732	1446
3270	1732	1446
3271	1733	1445
3272	1734	1445
3273	1734	1444
3274	1734	1443
3275	1735	1443
3276	1736	1443
3277	1736	1442
3278	1736	1441
3279	1737	1441
3280	1737	1440
3281	1738	1439
3282	1738	1439
3283	1738	1438
3284	1739	1437
3285	1739	1437
3286	1739	1436
3287	1740	1435
3288	1740	1435
3289	1741	1434
3290	1741	1433
3291	1741	1433
3292	1742	1432
3293	1742	1431
3294	1742	1431
3295	1743	1430
3296	1743	1429
3297	1743	1429
3298	1744	1428
3299	1744	1428
3300	1745	1427
3301	1746	1427
3302	1747	1427
3303	1748	1426
3304	1748	1426
3305	1749	1425
3306	1749	1425
3307	1750	1424
3308	1751	1424
3309	1751	1424
3310	1752	1423
3311	1754	1424
3312	1755	1423
3313	1755	1423
3314	1755	1422
3315	1756	1422
3316	1756	1421
3317	1757	1420
3318	1758	1420
3319	1758	1420
3320	1759	1419
3321	1761	1420
3322	1761	1419
3323	1762	1419
3324	1763	1418
3325	1763	1418
3326	1764	1417
3327	1764	1417
3328	1765	1416
3329	1766	1416
3330	1767	1416
3331	1767	1416
3332	1768	1415
3333	1769	1415
3334	1770	1415
3335	1770	1414
3336	1771	1413
3337	1773	1414
3338	1775	1415
3339	1776	1415
3340	1777	1414
3341	1777	1414
3342	1778	1413
3343	1779	1413
3344	1779	1413
3345	1780	1412
3346	1781	1412
3347	1781	1411
3348	1782	1411
3349	1782	1410
3350	1783	1410
3351	1783	1409
3352	1784	1409
3353	1784	1408
3354	1785	1407
3355	1786	1407
3356	1786	1407
3357	1787	1406
3358	1787	1405
3359	1787	1405
3360	1790	1406
3361	1790	1405
3362	1791	1405
3363	1792	1404
3364	1792	1404
3365	1793	1403
3366	1793	1403
3367	1794	1402
3368	1794	1401
3369	1794	1401
3370	1795	1400
3371	1795	1399
3372	1796	1399
3373	1796	1398
3374	1796	1397
3375	1797	1397
3376	1797	1396
3377	1798	1396
3378	1799	1395
3379	1799	1395
3380	1800	1394
3381	1800	1394
3382	1800	1393
3383	1801	1392
3384	1801	1392
3385	1801	1391
3386	1802	1390
3387	1802	1390
3388	1803	1389
3389	1803	1389
3390	1804	1388
3391	1804	1387
3392	1805	1387
3393	1805	1386
3394	1806	1386
3395	1806	1385
3396	1806	1385
3397	1807	1384
3398	1807	1383
3399	1808	1383
3400	1808	1382
3401	1809	1382
3402	1809	1381
3403	1809	1380
3404	1810	1380
3405	1810	1379
3406	1811	1378
3407	1811	1378
3408	1812	1377
3409	1812	1377
3410	1812	1376
3411	1813	1375
3412	1813	1375
3413	1814	1374
3414	1814	1373
3415	1815	1373
3416	1815	1372
3417	1815	1372
3418	1816	1371
3419	1816	1370
3420	1816	1370
3421	1817	1369
